#Classification	D1	D2	D3	D4	D5	P1	P2	P3	P4	P5
Sphingomonas naphthae	7	8	1	1	4	39	8	8	19	43
Sphingomonas aerolata	8	12	1	0	12	53	1686	3	72	69
Sphingomonas sinipercae	8	0	8	1	4	19	28	1	12	17
Sphingomonas profundi	9	4	0	0	3	84	13	13	15	77
Sphingomonas radiodurans	9	0	0	0	9	40	10	1	13	59
Sphingomonas ginsengisoli An et al. 2013	9	1	0	1	5	41	30	7	19	45
Sphingomonas melonis	10	35	1	0	69	155	22	2	525	806
Sphingomonas suaedae	10	1	2	0	7	32	7	2	6	21
Sphingomonas paeninsulae	10	1	1	0	17	67	2	10	7	35
Sphingomonas paucimobilis	10	9	0	0	9	61	806	5	46	57
Sphingomonas insulae	11	2	1	0	5	21	14	3	5	43
Sphingomonas sabuli	12	2	0	0	2	24	9	1	11	27
Sphingomonas morindae	13	1	16	0	13	79	65	10	18	85
Sphingomonas alpina	19	2	17	0	15	37	468	0	37	54
Sphingomonas hankookensis	21	3	1	0	37	91	125	8	47	61
Sphingomonas hengshuiensis	29	8	18	0	32	40	22	4	40	88
Sphingomonas sp. NIC1	1	2	2	0	1	17	6	3	11	20
Sphingomonas sp. SUN039	1	2	0	0	3	25	67	1	22	30
Sphingomonas sp. QA11	1	0	0	0	0	6	5	3	10	31
Sphingomonas sp. JE1	1	0	0	0	1	1	0	0	0	1
Sphingomonas sp. HMP9	1	1	0	0	5	30	9	3	5	31
Sphingomonas sp. So64.6b	1	2	0	0	5	43	530	2	49	65
Sphingomonas sp. KC8	1	2	0	0	1	31	4	2	15	28
Sphingomonas sp. PAMC26645	1	4	0	0	3	27	9	6	6	41
Sphingomonas sp. KRR8	2	0	2	0	4	34	9	9	21	21
Sphingomonas sp. IC081	2	0	0	0	1	27	0	0	2	18
Sphingomonas sp. C3-2	2	9	0	0	28	42	8	6	187	292
Sphingomonas sp. HDW15A	2	0	0	0	2	11	9	0	6	9
Sphingomonas sp. ZFBP2030	3	28	1	0	122	163	58	4	1168	1458
Sphingomonas sp. LM7	3	1	0	0	4	31	381	5	38	30
Sphingomonas sp. J315	3	1	3	0	4	11	22	1	7	39
Sphingomonas sp. Y38-1Y	4	22	0	0	5	114	2087	8	296	422
Sphingomonas sp. LHG3406-1	4	1	0	0	4	52	32	4	9	52
Sphingomonas sp. S6-11	4	3	1	0	7	33	9	6	22	53
Sphingomonas sp. NIBR02145	5	3	0	0	16	51	24	4	103	151
Sphingomonas sp. S1-29	5	0	1	0	3	14	560	3	30	28
Sphingomonas sp. AAP5	5	0	0	0	5	73	11	1	19	60
Sphingomonas sp. PAMB00755	5	1	1	0	5	57	8	6	11	65
Sphingomonas sp. CV7422	6	1	2	1	1	59	643	6	30	62
Sphingomonas sp. HMP6	6	25	2	0	95	92	21	5	450	613
Sphingomonas sp. NBWT7	7	3	0	0	5	48	314	3	26	30
Sphingomonas sp. LK11	7	0	0	0	7	36	4	3	8	36
Sphingomonas sp. 7/4-4	8	3	0	0	15	28	20	3	9	38
Sphingomonas sp. FARSPH	8	77	1	0	196	260	60	7	1342	1758
Sphingomonas sp. S2-65	10	2	2	0	2	33	14	2	24	29
Sphingomonas sp.	10	76	1	0	207	170	657	9	464	1570
Sphingomonas sp. MM-1	13	1	1	0	3	70	10	10	15	69
Sphingomonas sp. CL5.1	13	0	0	0	7	46	22	4	39	75
Sphingomonas sp. AP4-R1	15	0	2	0	10	74	6	4	37	101
Sphingomonas sp. R1	19	37	9	0	141	307	49	2	886	1356
Sphingomonas sp. SUN019	37	3	40	0	25	33	7	2	29	28
Wenxinia marina	0	0	0	0	0	0	1	0	0	0
Falsihalocynthiibacter arcticus	0	4	0	0	17	60	15	3	106	175
Thalassococcus sp. S3	0	20	1	0	43	41	15	2	49	342
Actibacterium sp. EMB200-NS6	2	0	1	0	9	50	9	7	18	47
Thalassobacter stenotrophicus	3	0	0	0	1	31	0	0	6	14
Tateyamaria omphalii	3	4	0	0	1	21	10	1	5	19
Antarctobacter heliothermus	4	3	0	1	12	30	3	3	18	36
Octadecabacter temperatus	1	1	0	0	1	11	2	0	10	11
Octadecabacter antarcticus	1	0	0	0	0	25	3	1	22	79
Octadecabacter sp. SW4	1	0	0	0	1	17	3	2	12	18
Octadecabacter arcticus	1	1	1	0	30	21	2	1	5	20
Tropicibacter oceani	5	0	7	0	10	39	5	4	8	25
Lentibacter algarum	5	2	0	0	1	11	4	1	6	6
Ketogulonicigenium robustum	1	3	3	0	10	29	10	0	40	38
Ketogulonicigenium vulgare	4	5	0	0	2	42	27	2	60	29
Roseibacterium elongatum	5	46	1	0	140	345	57	14	1296	1697
Alloyangia pacifica	6	4	0	0	5	88	154	15	30	69
Loktanella salsilacus	8	1	0	0	5	39	9	0	40	95
Ponticoccus alexandrii	11	10	2	0	9	84	25	9	30	63
Mameliella alba	12	2	1	0	5	93	8	7	18	64
Thalassovita gelatinovora	2	0	0	0	1	29	1	1	6	10
Thalassovita sp.	11	2	1	0	6	73	10	31	36	73
Roseivivax sp. THAF40	0	0	0	0	0	0	0	0	3	0
Roseivivax sp. THAF197b	0	0	1	0	0	0	0	0	0	0
Roseivivax marinus	6	6	1	0	6	107	10	22	22	90
Roseivivax sp. THAF30	4	1	0	0	4	26	7	3	5	27
Oceanicola sp. D3	14	3	17	0	12	58	10	8	14	52
Roseobacter litoralis	2	1	0	0	1	7	1	1	1	10
Roseobacter ponti	3	0	0	0	2	22	18	1	8	10
Roseobacter denitrificans	13	6	10	0	19	28	9	0	77	135
Celeribacter marinus	0	1	1	0	1	6	2	1	0	4
Celeribacter ethanolicus	3	1	1	0	5	60	8	7	9	38
Celeribacter indicus	4	3	0	0	2	54	5	6	27	52
Celeribacter baekdonensis	5	0	0	0	1	34	11	0	29	25
uncultured Celeribacter sp.	11	0	1	0	7	49	27	3	29	51
Phaeobacter sp. LSS9	0	0	0	0	0	4	0	0	1	6
Phaeobacter porticola	1	0	0	0	1	16	1	2	1	14
Phaeobacter gallaeciensis	2	3	0	0	19	117	202	4	178	234
Phaeobacter piscinae	7	45	2	0	93	148	44	1	745	807
Phaeobacter inhibens	11	2	1	0	9	151	20	12	124	223
Sagittula sp. P11	4	0	0	0	6	36	4	8	8	22
Sagittula sp. MA-2	8	0	0	0	2	48	9	9	20	35
Jannaschia sp. CCS1	2	1	0	0	4	24	9	3	18	44
Jannaschia sp. M317	9	2	0	0	6	52	9	6	52	116
Jannaschia sp. GRR-S6-38	12	19	1	0	57	115	23	11	233	408
Jannaschia sp. W003	12	20	1	0	89	233	32	14	508	801
Palleronia sp. THAF1	7	0	4	0	5	23	4	0	24	13
Palleronia sp. LCG004	28	0	30	0	11	46	9	3	18	46
Dinoroseobacter shibae	37	2	1	0	6	54	8	9	18	52
Pseudosulfitobacter pseudonitzschiae	19	5	6	0	22	29	5	2	41	52
Pseudosulfitobacter sp. DSM 107133	22	22	19	0	63	116	1745	9	331	347
Salipiger profundus	5	10	3	0	8	64	747	3	45	53
Salipiger sp. CCB-MM3	8	5	0	0	6	59	8	4	34	33
Salipiger abyssi	32	1	30	0	17	132	11	12	28	87
uncultured Ruegeria sp.	0	0	0	0	1	11	2	1	7	16
Ruegeria sp. THAF33	0	0	8	0	6	9	1	0	3	6
Ruegeria sp. B32	0	3	1	0	2	21	748	1	42	18
Ruegeria sp. YS9	1	0	0	0	4	13	6	0	0	7
Ruegeria sp. TM1040	2	1	0	0	1	15	1	3	7	10
Ruegeria sp. AD91A	3	24	0	0	70	86	16	0	381	594
Ruegeria sp. SCSIO 43209	4	37	1	0	4	15	49	1	10	13
Ruegeria conchae	17	11	27	0	17	28	858	2	39	39
Ruegeria pomeroyi	25	4	11	0	16	54	12	4	14	26
Roseovarius sp. THAF27	0	0	0	0	1	25	4	0	5	5
Roseovarius pelagicus	1	0	0	0	1	18	2	5	8	15
Roseovarius mucosus	2	0	0	0	0	17	0	1	4	15
Roseovarius tolerans	4	1	0	0	2	46	4	5	9	28
Roseovarius pacificus	6	0	2	0	106	46	6	4	13	33
Roseovarius indicus	9	4	0	0	9	79	6	9	34	89
Roseovarius sp. TM1035	1	0	0	0	1	4	1	0	6	1
Roseovarius sp. THAF9	2	0	0	0	10	14	17	4	15	18
Roseovarius sp. THAF8	3	0	0	0	1	5	1	1	2	6
Roseovarius sp. SCSIO 43702	12	10	16	0	70	66	13	3	325	149
Roseovarius faecimaris	22	2	27	0	15	61	2	3	10	35
Sulfitobacter sp. D7	0	0	0	0	0	1	0	0	1	0
Sulfitobacter sp. SK025	0	0	0	0	1	2	0	0	3	1
Sulfitobacter sp. B30-2	0	0	0	0	1	1	0	0	2	0
Sulfitobacter pontiacus	0	1	1	0	3	5	8	0	4	9
Sulfitobacter dubius	0	11	0	0	92	46	11	0	234	258
Sulfitobacter sp. W002	0	1	2	0	2	9	2	0	3	6
Sulfitobacter sp. JL08	0	1	0	0	1	31	9	1	11	22
Sulfitobacter sp. LC.270.F.C4	0	1	0	0	0	4	0	0	5	1
Sulfitobacter sp. DSM 110093	0	3	0	0	4	26	175	1	41	28
Sulfitobacter sp. S190	0	9	1	0	144	137	96	1	427	152
Sulfitobacter indolifex	1	0	0	0	0	42	2	1	7	9
Sulfitobacter alexandrii	2	0	2	0	2	39	12	7	10	27
Sulfitobacter albidus	4	44	1	0	229	234	35	10	1071	919
Sulfitobacter faviae	6	0	0	0	5	58	214	10	17	60
Sulfitobacter mediterraneus	6	2	2	0	1	45	2	2	10	24
Sulfitobacter sp. BSw21498	1	8	3	0	63	107	9	4	169	286
Sulfitobacter sp. W074	1	0	0	0	0	9	0	0	0	2
Sulfitobacter sp. CB2047	1	0	0	0	0	7	1	0	1	1
Sulfitobacter sp. SK012	1	2	0	0	4	6	6	0	5	30
Sulfitobacter sp. W027	2	0	1	0	0	11	1	0	5	9
Sulfitobacter sp. OXR-159	2	0	0	0	1	5	1	1	2	0
Sulfitobacter sp. S223	3	0	0	0	1	7	2	0	1	9
Sulfitobacter sp. M368	3	1	0	0	1	9	1	0	1	2
Sulfitobacter sp. SK011	6	2	0	0	5	12	2	0	9	11
Sulfitobacter sp. THAF37	9	2	2	0	3	31	11	2	13	31
Leisingera sp. M658	0	0	0	0	0	13	3	0	4	7
Leisingera sp. M527	0	0	0	0	1	55	1	6	3	31
Leisingera thetidis	6	1	1	0	4	62	14	9	9	48
Leisingera aquaemixtae	15	11	3	1	39	146	12	13	240	273
Leisingera caerulea	20	1	8	0	10	129	187	10	29	76
Leisingera sp. M523	2	0	1	0	0	6	1	1	6	13
Leisingera sp. NJS201	2	3	2	0	13	32	3	0	64	111
Leisingera sp. NJS204	3	17	0	0	3	42	13	3	48	407
Leisingera sp. S132	9	7	12	0	29	72	24	4	136	213
Leisingera methylohalidivorans	61	3	68	0	56	94	280	0	509	193
Pseudohalocynthiibacter aestuariivivens	0	0	0	0	2	1	3	0	7	2
Rhodobaca barguzinensis	1	0	1	0	2	15	5	1	8	18
Pacificitalea manganoxidans	1	6	2	0	5	47	92	7	43	87
Yoonia maritima	0	0	0	0	0	0	0	0	1	0
Yoonia vestfoldensis	1	0	0	0	0	32	5	9	8	44
Qingshengfaniella alkalisoli	1	0	0	0	3	16	0	1	6	10
Roseinatronobacter sp. S2	2	11	0	0	3	33	1189	1	39	20
Falsirhodobacter algicola	2	0	1	0	2	56	5	15	38	65
Silicimonas algicola	2	1	0	0	5	45	16	10	10	36
Pelagovum pacificum	2	6	0	0	4	79	306	12	25	53
Profundibacter amoris	2	3	0	0	1	12	629	0	51	16
Haematobacter massiliensis	3	3	1	0	3	61	7	3	55	31
Amylibacter sp. IMCC11727	3	0	0	0	1	5	6	1	3	17
Brevirhabdus pacifica	3	2	2	0	8	65	3	8	12	38
Parasedimentitalea psychrophila	0	3	16	0	8	20	2	0	14	19
Parasedimentitalea marina	3	0	7	0	3	19	3	0	2	8
Abyssibius alkaniclasticus	3	58	0	0	156	137	54	0	688	1056
Neotabrizicola shimadae	3	0	0	0	4	87	13	9	49	71
Algicella marina	3	6	2	0	16	53	5	4	107	91
Gymnodinialimonas ceratoperidinii	4	2	3	0	4	44	7	5	13	34
Pseudorhodobacter turbinis	5	0	1	0	2	33	2	7	24	25
Roseicitreum antarcticum	5	5	0	0	6	41	5	2	14	28
Pontivivens ytuae	5	5	2	0	16	59	11	14	64	77
Aliiroseovarius sp. M344	1	6	0	0	0	24	17	2	3	8
Aliiroseovarius crassostreae	4	4	0	0	5	40	10	3	12	25
Pontibrevibacter nitratireducens	6	4	1	0	4	53	327	4	41	44
Pukyongiella litopenaei	8	0	0	0	0	57	69	8	18	49
Tabrizicola piscis	8	57	0	0	165	170	47	9	946	1451
Limimaricola hongkongensis	0	0	0	0	1	8	0	1	1	2
Limimaricola variabilis	9	1	1	0	8	52	37	9	25	74
Cognatishimia activa	9	33	0	0	97	112	19	1	361	523
Pikeienuella piscinae	9	1	1	0	10	54	163	6	20	81
Polymorphum gilvum	10	7	13	0	9	43	23	7	17	57
Frigidibacter mobilis	12	5	6	0	20	114	21	10	113	167
Tritonibacter sp. AK171	0	0	1	0	0	5	1	0	3	5
Tritonibacter scottomollicae	2	1	0	0	3	31	4	7	19	42
Tritonibacter mobilis	10	1	2	0	10	32	4	0	4	19
Fuscovulum sp. YMD61	6	0	0	0	1	50	5	7	32	29
Fuscovulum blasticum	12	2	0	0	2	44	15	12	65	47
Pseudooceanicola atlanticus	2	3	2	0	12	68	4	4	29	79
Pseudooceanicola nitratireducens	2	1	0	0	2	45	7	3	10	46
Pseudooceanicola spongiae	8	2	2	0	3	50	5	1	16	21
Pseudooceanicola algae	9	1	5	0	5	27	5	2	15	34
Rhodovulum sulfidophilum	3	1	0	0	7	74	1	3	34	72
Rhodovulum sp. MB263	5	1	0	0	5	68	5	6	17	45
Rhodovulum sp. P5	14	25	0	0	68	93	11	8	379	655
Gemmobacter aquarius	5	2	0	1	5	52	7	10	43	40
Gemmobacter fulvus	19	1	15	0	8	131	33	12	70	79
Rhodophyticola sp. CSW1921	1	1	0	0	2	30	1	0	12	20
Rhodophyticola sp. CCM32	24	1	18	0	9	38	12	2	8	22
Thioclava electrotropha	10	4	0	0	8	53	9	2	92	165
Thioclava nitratireducens	17	0	25	0	12	54	8	5	14	43
Marivivens sp. JLT3646	3	1	0	0	2	12	2	1	5	17
Marivivens sp. LCG002	36	6	51	0	45	24	18	0	96	117
Paroceanicella profunda	42	5	25	0	29	225	10	30	31	156
Rhodobacter sp. CZR27	8	18	0	0	49	149	20	9	188	417
Rhodobacter sp. LPB0142	10	1	1	0	9	81	7	5	37	58
Rhodobacter capsulatus	28	27	32	0	130	228	43	15	669	1179
Cereibacter sphaeroides	47	47	5	4	32	749	78	64	172	329
Cereibacter azotoformans	65	5	33	0	49	121	26	13	62	90
Paracoccus methylutens	0	0	0	0	0	0	1	0	0	0
Paracoccus haeundaensis	0	0	0	0	0	1	0	0	0	0
Paracoccus sp. (in: a-proteobacteria)	0	0	0	0	0	1	0	0	0	0
Paracoccus mutanolyticus	0	0	0	0	1	21	1	2	11	14
Paracoccus aerodenitrificans	1	30	0	0	104	122	30	1	610	782
Paracoccus albicereus	1	2	0	0	0	11	1	0	0	7
Paracoccus saliphilus	1	4	0	1	10	130	5	1	9	25
Paracoccus alcaliphilus	4	2	1	0	8	69	14	2	43	67
Paracoccus denitrificans	4	3	1	0	12	176	32	14	194	142
Paracoccus contaminans	4	5	2	0	6	90	7	8	16	68
Paracoccus albus	5	3	0	0	4	17	82	4	14	17
Paracoccus stylophorae	5	1	0	0	1	88	3	6	37	123
Paracoccus methylovorus	5	4	0	0	11	47	6	6	112	102
Paracoccus everestensis	5	3	0	0	5	30	1	2	12	12
Paracoccus jeotgali	6	5	5	0	13	71	5	3	37	56
Paracoccus sediminicola	6	1	3	0	5	19	7	5	15	20
Paracoccus fistulariae	6	2	0	2	6	37	3	1	17	16
Paracoccus liaowanqingii	7	12	0	0	81	208	124	16	323	415
Paracoccus tegillarcae	7	38	1	0	150	258	49	2	813	1345
Paracoccus seriniphilus	8	75	1	1	258	345	1229	8	1527	1937
Paracoccus aminovorans	8	4	1	0	9	76	18	6	56	74
Paracoccus aminophilus	8	2	10	0	13	72	291	10	157	108
Paracoccus aestuarii	9	4	0	0	11	86	10	9	28	63
Paracoccus pantotrophus	9	1	1	0	7	104	6	14	31	88
Paracoccus versutus	12	4	4	0	11	104	9	7	29	60
Paracoccus kondratievae	15	0	9	0	10	38	8	3	23	27
Paracoccus yeei	16	6	5	0	10	282	323	12	114	105
Paracoccus zhejiangensis	16	10	1	0	6	72	1548	3	87	78
Paracoccus sanguinis	26	58	45	1	239	329	49	13	869	1370
Paracoccus marcusii	41	5	1	0	50	38	19	3	168	70
Paracoccus suum	71	13	2	0	17	39	9	7	12	26
Paracoccus sp. MA	1	7	1	0	6	78	698	7	43	71
Paracoccus sp. M09	3	6	0	0	34	165	4	0	211	193
Paracoccus sp. SCSIO 75233	4	0	0	0	2	36	6	5	19	32
Paracoccus sp. TOH	7	3	3	0	4	84	291	9	47	48
Paracoccus sp. S3-43	11	4	1	0	15	1531	2	6	11	71
Paracoccus sp. Arc7-R13	16	2	0	0	13	29	5	5	26	28
Paracoccus sp. AK26	25	5	19	0	31	216	8	10	35	51
Paracoccus sp. MC1862	30	17	5	0	23	99	19	13	52	52
Terricaulis silvestris	2	0	0	0	0	25	3	3	7	11
Asticcacaulis excentricus	5	3	0	0	1	31	3	3	8	30
Asticcacaulis sp. ZE23SCel15	2	4	0	0	8	37	3	2	114	128
Asticcacaulis sp. AND118	3	2	0	0	5	37	15	5	9	28
Asticcacaulis sp. SL142	4	1	5	1	4	8	6	2	3	9
Phenylobacterium parvum	8	43	2	0	113	155	24	9	413	518
Phenylobacterium sp. LH3H17	10	6	6	1	7	103	10	4	34	86
Phenylobacterium sp. NIBR 498073	18	7	2	0	7	81	16	7	33	75
Phenylobacterium zucineum	57	15	15	0	6	106	37	12	55	134
Caulobacter henricii	8	26	0	0	106	127	27	7	670	942
Caulobacter rhizosphaerae	13	15	1	0	8	107	1440	23	108	106
Caulobacter mirabilis	27	5	6	0	88	81	15	11	34	86
Caulobacter flavus	33	6	1	0	13	147	17	9	41	129
Caulobacter soli	38	4	37	0	14	69	7	7	30	104
Caulobacter sp. FWC26	3	1	3	0	18	59	8	5	14	49
Caulobacter sp. NIBR2454	9	4	1	0	7	24	9	5	13	31
Caulobacter sp. S6	10	2	5	0	20	94	13	11	42	117
Caulobacter sp. NIBR1757	33	6	18	0	27	159	14	14	65	81
Caulobacter segnis	60	23	35	3	155	314	65	13	315	327
Caulobacter vibrioides	135	98	105	0	267	441	1136	11	1715	2649
Brevundimonas vancanneytii	2	0	0	0	64	11	3	2	3	12
uncultured Brevundimonas sp.	3	2	2	0	10	26	2	0	10	44
Brevundimonas fontaquae	5	2	0	0	40	19	6	0	7	23
Brevundimonas vitisensis	9	0	0	0	10	31	11	5	11	35
Brevundimonas pondensis	9	3	2	0	228	62	15	5	25	65
Brevundimonas albigilva	10	6	2	0	35	113	26	16	22	213
Brevundimonas goettingensis	11	6	0	0	19	55	21	8	59	134
Brevundimonas subvibrioides	13	40	1	0	41	178	21	5	382	610
Brevundimonas mediterranea	15	17	7	1	45	136	56	12	253	400
Brevundimonas vesicularis	20	3	23	0	162	44	20	4	28	82
Brevundimonas naejangsanensis	21	28	8	0	213	190	21	10	345	570
Brevundimonas nasdae	33	6	29	1	79	70	23	9	19	110
Brevundimonas diminuta	44	12	23	0	232	99	10	15	33	322
Brevundimonas sp. NCCP 15609	3	3	1	0	17	8	12	0	3	32
Brevundimonas sp. 'scallop'	4	5	1	0	77	26	241	2	16	37
Brevundimonas sp. BT-123	6	9	4	0	40	43	17	6	24	53
Brevundimonas sp. C43	8	0	3	0	36	16	14	0	26	60
Brevundimonas sp. NIBR11	9	3	3	0	11	52	21	0	26	85
Brevundimonas sp. SGAir0440	10	8	10	0	66	40	25	2	19	81
Brevundimonas sp. AJA228-03	12	14	1	0	59	211	18	6	673	506
Brevundimonas sp. NIBR10	13	8	5	0	14	59	51	8	32	107
Brevundimonas sp. M20	14	10	3	0	19	90	26	9	58	151
Brevundimonas sp. GW460-12-10-14-LB2	14	27	2	0	108	32	23	3	51	158
Brevundimonas sp. MF30-B	18	9	1	0	29	68	27	7	14	98
Brevundimonas sp. LM2	20	3	4	0	22	95	22	21	52	148
Brevundimonas sp.	26	16	4	1	239	79	51	8	62	207
Brevundimonas sp. PAMC22021	38	36	4	0	95	225	46	8	567	966
Brevundimonas sp. SL130	101	59	32	0	23	194	216	28	270	680
Brevundimonas sp. DS20	628	412	168	0	51	1037	1386	65	1588	4350
Brevundimonas sp. Bb-A	715	420	180	0	60	1089	1407	92	1635	4478
Lichenihabitans sp. PAMC28606	1	1	0	0	0	20	5	1	13	44
Lichenihabitans psoromatis	1	2	0	1	41	21	6	3	8	32
Kaistia sp. 32K	10	9	5	0	9	268	605	11	95	224
Acuticoccus sp. MNP-M23	0	2	2	0	14	70	14	5	61	123
Acuticoccus sp. I52.16.1	12	79	5	0	325	458	72	13	1710	2364
Blastochloris viridis	6	7	1	0	9	106	1120	7	93	99
Blastochloris tepida	9	3	1	0	9	54	37	1	40	76
Methylocapsa sp. D3K7	1	1	1	0	1	31	1	2	9	38
Beijerinckia indica	1	8	1	0	3	20	9	2	9	29
Methylovirgula sp. HY1	1	1	0	0	1	32	4	5	8	33
Methylovirgula ligni	3	1	0	0	1	20	14	2	25	213
Methylocella tundrae	3	1	0	0	0	51	8	3	15	62
Methylocella silvestris	8	1	3	0	4	21	20	1	24	54
Candidatus Phaeomarinobacter ectocarpi	1	14	0	0	3	28	11	1	50	265
Parvibaculum lavamentivorans	4	5	0	0	14	54	16	9	33	81
Pyruvatibacter mobilis	5	7	8	0	17	41	15	9	13	144
Kaustia mangrovi	12	29	4	0	76	132	32	7	394	571
Breoghania sp. L-A4	5	6	2	0	4	81	824	8	47	76
Breoghania sp.	18	37	11	0	130	233	80	11	620	984
Chelatococcus daeguensis	4	1	0	0	1	38	11	4	15	52
Chelatococcus sp. CO-6	23	1	1	0	9	61	21	10	28	111
Phreatobacter aquaticus	10	2	1	0	2	58	45	3	31	85
Phreatobacter cathodiphilus	10	1	3	0	11	92	43	16	54	123
Phreatobacter stygius	15	10	3	0	12	122	42	12	73	205
Cohaesibacter marisflavi	3	2	0	0	1	22	3	1	6	16
Cohaesibacter sp. ES.047	4	1	0	0	0	50	5	1	16	18
uncultured Cohaesibacter sp.	35	30	22	0	53	361	397	17	234	586
uncultured Pleomorphomonas sp.	14	36	2	0	135	189	72	10	697	910
Hartmannibacter diazotrophicus	32	16	22	0	41	99	431	2	223	374
Methyloceanibacter caenitepidi	0	1	0	0	0	18	5	1	22	30
Methyloceanibacter sp. wino2	1	5	0	0	5	19	8	1	23	28
Candidatus Filomicrobium marinum	3	1	0	0	0	37	3	0	7	57
Methyloligella sp. GL2	5	15	0	0	2	55	597	2	156	149
Rhodoplanes sp. Z2-YC6860	6	4	2	0	3	51	124	8	136	320
Rhodomicrobium lacus	4	6	3	0	10	33	16	0	53	96
Rhodomicrobium vannielii	4	2	1	0	6	38	15	5	14	43
Hyphomicrobium denitrificans	4	5	4	0	5	157	18	6	110	759
Hyphomicrobium nitrativorans	9	8	8	0	10	24	34	1	28	81
Hyphomicrobium sp. MC1	3	52	0	0	9	90	98	3	410	4087
Hyphomicrobium sp. DMF-1	8	11	2	0	28	51	374	4	66	126
Aurantimonas sp. HBX-1	2	3	1	0	9	115	24	10	26	119
Jiella pelagia	6	4	1	0	112	190	41	4	698	448
Martelella endophytica	2	2	1	0	0	32	24	3	11	43
Martelella lutilitoris	3	5	1	0	28	32	6	1	45	126
Martelella mediterranea	4	42	3	0	223	252	260	5	1102	1665
uncultured Martelella sp.	6	54	1	1	255	453	186	0	1836	2545
Martelella sp. AD-3	7	0	2	0	6	31	6	2	9	24
Aureimonas sp. AU12	0	0	0	0	0	1	0	0	0	0
Aureimonas mangrovi	2	40	1	0	178	183	56	6	877	1302
Aureimonas populi	4	10	3	0	10	91	798	8	83	108
Aureimonas altamirensis	5	5	0	0	7	56	60	8	60	109
Aureimonas sp. OT7	7	67	0	0	246	217	47	5	1213	1971
Aureimonas sp. AU20	11	4	0	0	7	83	347	6	58	99
Aureimonas sp. SA4125	12	4	1	0	8	79	38	6	60	137
Pseudovibrio sp. FO-BEG1	2	0	0	0	2	12	1	1	0	24
Pseudovibrio brasiliensis	2	36	0	0	65	102	13	1	339	530
Labrenzia sp. THAF35	0	0	0	0	1	5	1	0	0	3
Labrenzia sp. CP4	0	1	0	0	0	5	0	1	1	0
Labrenzia sp. PHM005	1	0	0	0	6	22	5	0	4	25
Labrenzia sp. THAF82	2	0	0	0	0	4	0	0	3	4
Labrenzia sp. VG12	5	75	0	0	184	371	50	2	1199	1997
Roseibium alexandrii	0	0	0	0	4	28	5	7	6	20
Roseibium sp. KMA01	0	1	0	0	0	4	1	0	1	4
uncultured Roseibium sp.	2	1	2	0	5	59	44	2	20	62
Roseibium aggregatum	4	1	0	0	4	71	3	2	14	53
Roseibium sp. Sym1	10	2	16	0	11	39	13	4	13	34
Pannonibacter phragmitetus	19	5	12	0	14	133	22	17	45	113
Stappia sp. ES.058	5	2	0	0	1	33	12	3	3	51
Stappia indica	15	18	11	0	30	115	51	7	95	371
Ochrobactrum sp. LM19	0	0	0	0	1	20	3	0	3	6
Pseudochrobactrum sp. Wa41.01b-1	0	3	0	0	3	50	4	0	2	18
Pseudochrobactrum algeriensis	2	3	0	0	4	67	2	0	5	24
Pseudochrobactrum sp. XF203	28	0	30	1	16	82	1	0	2	27
Brucella canis	0	0	0	0	0	2	0	0	0	0
Brucella pinnipedialis	0	0	0	0	0	12	0	2	0	8
Brucella ovis	0	0	0	0	0	22	0	0	0	0
Brucella abortus	0	0	0	0	0	26	1	0	0	0
Brucella inopinata	0	0	0	0	0	47	1	0	0	0
Brucella melitensis	0	0	0	0	0	50	0	3	1	9
Brucella sp. 1315	0	0	0	0	0	4	0	0	0	1
Brucella sp. bbatCR03	0	0	0	0	0	6	0	0	0	0
Brucella sp. BO3	0	0	0	0	0	40	2	0	1	0
Brucella sp. 09RB8471	0	0	0	0	0	49	0	0	0	2
Brucella sp. 6810	0	0	0	0	0	53	0	0	0	4
Brucella sp. 09RB8910	0	0	0	0	0	61	0	1	0	3
Brucella sp. 2280	0	0	0	0	0	63	0	0	1	1
Brucella sp. JSBI001	0	0	0	0	0	105	0	0	1	3
Brucella ceti	0	0	0	0	2	4	0	0	0	0
Brucella sp. 10RB9215	0	0	0	0	1	62	0	0	4	4
Brucella sp. 458	0	0	0	0	1	49	0	0	1	1
Brucella microti	0	1	0	0	0	3	0	0	0	0
Brucella sp. BO2	0	1	0	0	0	60	1	0	0	2
Brucella pituitosa	1	4	0	3	1	17726	117	1	161	81
Brucella pseudintermedia	1	1	0	1	2	885	10	2	15	31
[Ochrobactrum] quorumnocens	1	2	1	0	5	2770	486	1	80	51
Brucella suis	1	0	0	0	0	21	0	0	0	1
Brucella anthropi	4	1	0	1	2	1133	31	0	24	48
Brucella pseudogrignonensis	6	21	2	22	6	64981	148	1	444	238
Brucella sp. HL-2	1	3	0	3	5	2985	478	2	24	32
Brucella sp. 2716	2	0	0	0	0	84	1	0	1	2
Brucella sp. NM4	2	3	4	1	19	2388	18	0	105	227
Brucella sp. MAB-22	4	0	0	0	0	195	1	0	0	10
Brucella intermedia	15	5	8	0	5	1938	45	6	49	94
Methylosinus trichosporium	3	4	1	0	6	121	17	17	25	91
Methylosinus sp. C49	7	1	0	1	6	70	12	9	20	86
Chenggangzhangella methanolivorans	21	13	0	0	12	142	180	14	130	253
Methylocystis sp. SB2	0	0	0	0	0	4	1	0	3	4
