#Classification	D1	D2	D3	D4	D5	P1	P2	P3	P4	P5
Rickettsia endosymbiont of Oedothorax gibbosus	4	0	2	0	1	17	3	2	2	9
Rickettsia endosymbiont of Ceutorhynchus assimilis	14	2	0	0	11	31	7	3	7	6
Rickettsia felis	1	0	0	0	6	3	0	1	3	3
Rickettsia conorii	1	0	0	1	3	10	0	0	1	7
Rickettsia sibirica	1	0	0	0	0	0	0	0	0	1
Rickettsia asiatica	2	1	0	0	2	1	0	0	0	3
Rickettsia amblyommatis	2	5	0	0	1	4	1	0	0	2
Rickettsia akari	6	0	0	0	2	39	8	2	5	9
Rickettsia asembonensis	26	0	0	0	12	6	1	3	0	2
Neoehrlichia mikurensis	2	3	0	0	0	136	1082	8	985	21
Anaplasma marginale	0	0	0	0	0	1	0	0	0	3
Anaplasma platys	0	0	1	0	0	17	1	1	0	2
Anaplasma ovis	1	2	0	0	9	7	0	0	0	3
Anaplasma phagocytophilum	1	0	0	0	5	19	1	1	0	10
Anaplasma centrale	2	0	0	0	0	1	0	0	0	2
Neorickettsia helminthoeca	0	0	0	0	0	3	0	0	0	3
Neorickettsia sennetsu	0	0	0	0	2	7	0	1	1	2
Neorickettsia risticii	3	1	0	0	0	3	0	0	0	0
Neorickettsia findlayensis	32	0	0	0	0	9	0	1	0	2
Wolbachia endosymbiont of Ceratosolen solmsi	0	0	0	0	0	0	0	0	0	1
Wolbachia endosymbiont of Drosophila pseudotakahashii	0	0	0	0	0	0	0	0	0	1
Wolbachia endosymbiont (group B) of Watsonalla binaria	0	0	0	0	0	0	0	0	0	1
Wolbachia endosymbiont of Drosophila simulans	0	0	0	0	0	0	0	0	0	1
Wolbachia endosymbiont (group A) of Bombylius major	0	0	0	0	0	0	0	0	0	1
Wolbachia endosymbiont of Phyllotreta cruciferae	0	0	0	0	0	0	0	0	0	1
Wolbachia endosymbiont (group B) of Athalia cordata	0	0	0	0	0	0	0	0	1	0
Wolbachia endosymbiont of Zaprionus tsacasi	0	0	0	0	0	0	0	0	1	1
Wolbachia endosymbiont (group B) of Ischnura elegans	0	0	0	0	0	0	0	1	0	0
Wolbachia endosymbiont of Bemisia tabaci	0	0	0	0	0	0	0	2	0	0
Wolbachia endosymbiont of Anopheles demeilloni	0	0	0	0	0	0	1	0	0	0
Wolbachia endosymbiont (group A) of Epagoge grotiana	0	0	0	0	0	0	2	0	0	0
Wolbachia endosymbiont (group A) of Apoderus coryli	0	0	0	0	0	0	2	0	1	0
Wolbachia endosymbiont (group A) of Acrocera orbiculus	0	0	0	0	0	0	7	0	0	8
Wolbachia endosymbiont (group A) of Scambus nigricans	0	0	0	0	0	1	0	0	0	1
Wolbachia endosymbiont of Aedes albopictus	0	0	0	0	0	1	0	0	3	2
Wolbachia endosymbiont (group A) of Andrena dorsata	0	0	0	0	0	1	0	0	0	0
Wolbachia endosymbiont of Ostrinia furnacalis	0	0	0	0	0	1	0	0	0	0
Wolbachia endosymbiont of Brugia malayi	0	0	0	0	0	1	0	0	0	0
Wolbachia endosymbiont (group A) of Bibio marci	0	0	0	0	0	1	0	0	0	1
Wolbachia endosymbiont (group B) of Phalera bucephala	0	0	0	0	0	1	0	0	0	0
Wolbachia endosymbiont (group A) of Epirrhoe alternata	0	0	0	0	0	1	0	0	0	0
Wolbachia endosymbiont of Brugia pahangi	0	0	0	0	0	1	2	1	0	2
Wolbachia endosymbiont of Listronotus oregonensis	0	0	0	0	0	1	0	0	0	1
Wolbachia endosymbiont (group B) of Hylaea fasciaria	0	0	0	0	0	1	0	0	0	0
Wolbachia endosymbiont of Diaphorina citri	0	0	0	0	0	2	0	1	0	2
Wolbachia endosymbiont of Ostrinia scapulalis	0	0	0	0	0	2	0	0	0	1
Wolbachia endosymbiont (group B) of Endotricha flammealis	0	0	0	0	0	2	0	0	0	0
Wolbachia endosymbiont (group B) of Eucosma cana	0	0	0	0	0	2	0	0	0	2
Wolbachia endosymbiont (group A) of Epistrophe grossularia	0	0	0	0	0	2	0	0	0	0
Wolbachia endosymbiont (group A) of Macropis europaea	0	0	0	0	0	2	0	0	0	0
Wolbachia endosymbiont of Oryzaephilus surinamensis	0	0	0	0	0	4	0	0	0	1
Wolbachia endosymbiont of Drosophila innubila	0	0	0	0	0	4	0	0	0	1
Wolbachia endosymbiont (group A) of Icerya purchasi	0	0	0	0	0	4	0	10	0	1
Wolbachia endosymbiont of Onchocerca volvulus	0	0	0	0	0	5	0	0	5	0
Wolbachia endosymbiont of Frankliniella intonsa	0	0	0	0	0	5	0	1	0	1
Wolbachia endosymbiont (group B) of Euphydryas aurinia	0	0	0	0	0	7	0	0	0	4
Wolbachia endosymbiont (group A) of Trypoxylon clavicerum	0	0	0	0	0	22	401	0	311	0
Wolbachia endosymbiont (group A) of Rhinocyllus conicus	0	0	0	0	1	3	0	1	0	1
Wolbachia endosymbiont of Psylliodes chrysocephala	0	0	0	0	1	0	0	0	1	3
Wolbachia endosymbiont (group A) of Volucella inflata	0	0	0	0	1	6	0	0	0	0
Wolbachia endosymbiont of Trichogramma pretiosum	0	0	0	0	2	12	6	1	0	0
Wolbachia endosymbiont (group A) of Hylaeus communis	0	0	1	0	0	0	0	0	0	0
Wolbachia endosymbiont (group A) of Sicus ferrugineus	0	1	0	0	0	0	1	3	1	1
Wolbachia endosymbiont (group A) of Tiphia femorata	0	1	0	0	0	1	4	0	0	1
Wolbachia endosymbiont of Litomosoides sigmodontis	0	1	2	0	5	11	1	1	4	7
Wolbachia endosymbiont of Ctenocephalides felis wCfeJ	0	1	0	0	1	13	1	1	2	10
Wolbachia endosymbiont of Dirofilaria (Dirofilaria) immitis	0	5	0	0	1	68	1053	0	846	6
Candidatus Wolbachia massiliensis	1	0	0	0	2	10	0	0	0	9
Wolbachia pipientis	23	20	6	11	59	285	79	43	71	508
Wolbachia endosymbiont of Chironomus riparius	1	0	0	0	1	4	1	0	2	3
Wolbachia endosymbiont (group B) of Camptogramma bilineatum	1	0	0	0	0	0	0	0	0	0
Wolbachia endosymbiont of Cruorifilaria tuberocauda	1	0	0	0	2	7	3	1	0	7
Wolbachia endosymbiont of Oedothorax gibbosus	1	0	0	0	0	17	2	0	2	5
Wolbachia endosymbiont of Corcyra cephalonica	1	1	1	0	0	0	0	0	0	3
Wolbachia endosymbiont of Cimex lectularius	1	5	1	0	4	12	159	1	4	8
Wolbachia endosymbiont (group A) of Anomoia purmunda	1	0	0	0	0	6	2	0	2	4
Wolbachia endosymbiont of Dipetalonema caudispina	2	0	1	0	2	44	3	11	4	7
Wolbachia endosymbiont (group A) of Sphecodes monilicornis	3	0	0	0	4	0	0	0	0	0
Wolbachia endosymbiont of Folsomia candida	5	1	0	0	0	18	2	1	6	8
Wolbachia endosymbiont of Ctenocephalides felis wCfeT	5	6	1	1	7	14	2	3	2	8
Wolbachia endosymbiont of Howardula sp.	10	2	0	0	8	13	1	4	3	7
Wolbachia endosymbiont of Onchocerca ochengi	10	0	0	0	0	0	0	0	0	0
Ehrlichia chaffeensis	3	0	0	0	3	28	4	13	6	13
Ehrlichia muris	5	1	0	0	2	15	1	5	7	5
Ehrlichia canis	12	1	1	0	9	96	274	16	203	27
Ehrlichia japonica	20	4	0	0	17	57	338	5	256	19
Ehrlichia ruminantium	46	3	1	1	38	139	306	29	224	50
Haematospirillum jordaniae	1	0	0	0	1	6	0	0	5	8
Terasakiella sp. SH-1	2	1	0	0	2	18	0	1	5	4
Aestuariispira ectoiniformans	3	1	0	0	0	11	6	3	10	13
Varunaivibrio sulfuroxidans	4	2	0	0	22	61	17	2	115	74
Paramagnetospirillum magneticum	7	2	0	0	8	119	355	13	33	80
Elioraea tepida	7	1	0	0	7	65	8	10	14	49
Stella humosa	17	59	6	0	132	357	236	16	1127	1183
Hypericibacter terrae	5	15	3	0	7	86	969	10	73	126
Hypericibacter adhaerens	14	35	1	0	211	186	57	7	410	733
Nisaea acidiphila	9	2	5	0	10	39	16	7	18	65
Thalassobaculum sp. OXR-137	10	43	4	0	147	233	35	8	437	872
Magnetospira sp. QH-2	11	4	2	0	8	16	2	1	6	19
Thalassospira xiamenensis	0	0	0	0	0	19	1	1	3	4
Thalassospira sp. B30-1	0	0	0	0	2	8	4	0	0	4
Thalassospira lucentensis	0	0	1	0	4	22	9	0	8	16
Thalassospira sp. GO-4	0	3	0	0	0	28	3	1	4	7
Thalassospira marina	1	9	2	0	39	93	12	5	154	301
Thalassospira indica	24	27	25	0	73	136	30	1	380	586
Thalassospira sp. A40-3	30	7	31	0	10	10	1	0	5	15
Defluviicoccus vanus	1	3	0	0	1	27	8	4	15	37
Pararhodospirillum photometricum	4	1	0	0	9	56	3	6	9	71
Candidatus Endolissoclinum faulkneri	7	3	1	0	15	79	413	3	378	52
Magnetospirillum sp. ME-1	4	3	2	0	5	52	4	12	14	50
Magnetospirillum sp. XM-1	5	0	1	1	5	60	5	4	9	39
Magnetospirillum gryphiswaldense	14	2	2	0	11	49	7	7	55	79
Rhodospirillum centenum	15	19	5	0	85	215	26	15	487	875
Rhodospirillum rubrum	16	11	1	0	6	56	1796	2	92	49
Ferrovibrio terrae	35	5	7	1	15	49	23	3	45	76
Entomobacter blattae	0	2	0	0	3	16	2	3	4	12
Candidatus Kirkpatrickella diaphorinae	1	1	0	0	3	5	0	0	3	6
Formicincola oecophyllae	1	0	0	0	2	19	0	1	1	15
Novacetimonas hansenii	1	5	1	0	8	94	61	6	24	77
Parasaccharibacter apium	1	1	2	0	1	5	0	1	0	4
Oecophyllibacter saccharovorans	1	2	0	0	3	21	3	3	1	14
Swingsia samuiensis	1	0	2	0	0	8	29	0	24	10
Asaia bogorensis	2	0	0	0	3	31	4	1	9	10
Commensalibacter papalotli (ex Servin-Garciduenas et al. 2014)	0	0	0	0	0	1	0	0	0	0
Commensalibacter melissae	2	7	0	0	1	31	314	3	194	23
Neokomagataea tanensis	2	0	0	0	0	10	0	0	2	12
Neoasaia chiangmaiensis	3	1	1	0	9	26	6	1	5	22
Acidibrevibacterium fodinaquatile	4	1	3	1	7	51	24	5	19	60
Kozakia baliensis	4	2	0	0	5	12	3	0	6	18
uncultured Lichenicoccus sp.	6	5	1	0	6	91	175	7	28	89
Acidisoma sp. PAMC 29798	7	41	0	0	148	225	39	7	880	1100
Lichenicola cladoniae	7	3	2	0	9	59	555	6	47	48
Granulibacter bethesdensis	7	4	0	0	12	75	435	8	25	59
Acidiphilium sp. PM	0	0	0	0	0	2	0	0	0	1
Acidiphilium cryptum	0	0	0	0	2	0	3	0	4	9
Acidiphilium multivorum	2	1	0	0	0	41	5	4	5	16
Acidocella sp. MX-AZ03	9	5	2	0	154	98	7	10	20	60
Gluconacetobacter diazotrophicus	11	8	1	0	189	245	38	8	972	443
Aristophania vespae	12	0	1	0	6	65	6	7	22	32
Pseudoroseomonas cervicalis	19	38	4	0	77	265	56	19	271	738
Rhodovastum atsumiense	24	8	1	0	9	254	127	19	62	168
Komagataeibacter europaeus	2	2	0	0	0	34	3	5	8	331
Komagataeibacter nataicola	3	0	0	0	4	54	12	9	9	36
Komagataeibacter saccharivorans	3	0	0	0	2	17	3	6	5	16
Komagataeibacter rhaeticus	3	3	0	0	2	35	45	5	5	19
Komagataeibacter xylinus	4	3	1	0	8	48	445	8	41	37
Komagataeibacter oboediens	5	2	0	0	4	24	128	2	14	25
Komagataeibacter medellinensis	7	0	1	0	12	71	2	6	0	37
Sediminicoccus rosea	31	20	2	0	30	266	1213	40	209	475
Roseococcus microcysteis	31	6	6	0	21	169	51	13	42	136
Gluconobacter frateurii	1	0	1	0	1	17	14	0	10	74
Gluconobacter sphaericus	2	0	0	0	1	14	6	3	3	16
Gluconobacter albidus	2	0	0	0	0	19	78	3	3	22
Gluconobacter thailandicus	2	4	0	0	2	14	13	5	6	56
Gluconobacter oxydans	31	4	38	0	18	17	14	1	6	30
Acetobacter sp. JWB	0	0	0	0	0	0	0	0	0	1
Acetobacter oryzifermentans	0	0	0	0	0	0	0	0	1	0
Acetobacter oryzoeni	0	0	0	0	0	4	1	0	1	1
Acetobacter senegalensis	0	1	3	0	2	35	6	7	8	12
Acetobacter pasteurianus	1	4	0	0	1	30	937	3	56	23
Acetobacter ghanensis	2	0	1	0	0	7	2	1	3	7
Acetobacter persici	3	2	0	0	2	27	4	1	8	15
Acetobacter vaccinii	7	2	5	2	3	17	8	4	3	3
Acetobacter tropicalis	7	0	0	0	1	3	15	0	1	51
Acetobacter ascendens	17	1	1	0	16	16	3	1	11	10
Acetobacter aceti	27	10	9	0	12	32	720	4	27	39
Roseomonas sp. FDAARGOS 362	0	0	0	0	0	12	0	1	0	3
Roseomonas fluvialis	7	23	3	0	212	354	1024	25	998	465
Roseomonas marmotae	11	5	0	0	8	105	17	7	41	107
Roseomonas mucosa	14	0	9	0	13	41	7	5	10	39
Roseomonas gilardii	22	26	0	1	62	378	37	30	370	684
Roseomonas sp. OT10	24	7	0	0	27	335	34	36	120	228
Roseomonas haemaphysalidis	49	3	31	1	31	203	23	22	31	161
Niveispirillum cyanobacteriorum	3	4	0	0	6	59	12	3	17	54
Indioceanicola profundi	9	5	3	0	7	54	12	3	16	47
Nitrospirillum amazonense	42	13	36	2	51	242	20	23	216	427
Skermanella rosea	6	64	1	0	61	92	31	10	36	797
Skermanella pratensis	10	4	1	0	4	51	7	3	15	60
Skermanella sp. TT6	12	1	1	0	5	106	23	8	10	65
Skermanella mucosa	14	33	0	0	53	211	36	15	374	697
Azospirillum lipoferum	11	12	4	0	41	139	9	8	241	376
Azospirillum humicireducens	14	22	1	0	45	83	20	3	188	505
Azospirillum baldaniorum	14	2	2	2	8	87	12	15	13	54
Azospirillum ramasamyi	15	59	3	0	110	259	42	18	271	1344
Azospirillum thiophilum	16	7	14	0	16	121	101	17	36	125
Azospirillum oryzae	17	88	1	0	332	357	66	7	1451	2353
Azospirillum brasilense	28	11	0	0	17	259	23	27	54	173
Azospirillum argentinense	34	36	7	1	125	233	53	14	268	606
Azospirillum thermophilum	43	4	11	0	19	182	25	13	32	148
Azospirillum sp. 412522	1	0	0	0	1	2	3	0	1	1
Azospirillum sp. B510	13	35	2	0	75	242	41	3	617	1014
Azospirillum sp. TSA2s	17	4	3	0	13	48	5	4	32	78
Azospirillum sp. TSH100	20	98	1	2	457	588	93	5	2862	3622
Azospirillum sp. TSH58	131	79	10	0	198	179	55	18	258	1264
Zymomonas mobilis	32	4	7	0	28	46	6	6	8	30
Polymorphobacter megasporae	2	2	1	0	4	31	6	2	4	29
Polymorphobacter sp. PAMC 29334	5	0	1	0	5	26	2	7	6	26
Sphingosinicella flava	1	2	0	0	5	41	618	5	18	31
Sphingosinicella microcystinivorans	6	3	0	0	9	66	13	7	26	95
Sphingosinicella sp. BN140058	8	5	8	1	11	71	10	12	17	55
Sandaracinobacteroides saxicola	19	2	24	0	23	70	4	8	19	62
Alteriqipengyuania flavescens	2	0	0	0	2	18	6	1	5	22
Caenibius tardaugens	0	9	0	0	2	28	878	1	48	27
Caenibius sp. WL	3	0	0	0	1	17	8	3	10	26
Paraurantiacibacter namhicola	4	2	0	0	1	27	4	5	8	23
Croceibacterium sp. D39	4	2	1	0	2	71	6	8	18	39
Croceibacterium atlanticum	4	3	0	0	2	43	2	2	5	19
Pelagerythrobacter marensis	2	1	0	0	7	33	9	7	11	41
Pelagerythrobacter marinus	8	5	0	0	7	84	10	13	19	65
Aurantiacibacter gangjinensis	0	1	0	0	0	21	2	5	11	28
Aurantiacibacter atlanticus	3	1	0	0	1	10	3	2	15	31
Aurantiacibacter sp. MUD61	3	0	2	0	0	7	1	1	4	6
Aurantiacibacter sp. MUD11	3	3	0	0	1	28	5	2	9	25
Altererythrobacter sp. BO-6	0	1	1	0	0	24	6	0	6	11
Altererythrobacter epoxidivorans	0	12	0	0	35	70	5	0	217	416
Altererythrobacter rubellus	2	0	0	0	2	10	2	0	2	11
Altererythrobacter ishigakiensis	6	1	0	0	1	14	1	1	7	22
Altererythrobacter sp. ZODW24	2	4	0	0	88	78	9	0	413	278
Altererythrobacter sp. TH136	2	0	0	0	2	13	6	2	6	20
Altererythrobacter sp. CAU 1644	8	1	2	0	6	43	2	5	7	37
Altererythrobacter sp. B11	10	5	14	0	8	55	54	11	18	50
Tsuneonella mangrovi	1	8	0	0	3	20	18	1	9	269
Tsuneonella flava	5	0	0	0	3	21	6	2	6	21
Tsuneonella amylolytica	6	2	1	0	4	20	9	3	14	24
Tsuneonella dongtanensis	26	0	16	0	5	47	4	2	8	28
Qipengyuania psychrotolerans	0	0	1	0	0	5	0	1	0	6
Qipengyuania aurantiaca	1	0	0	0	0	11	2	4	7	15
Qipengyuania gelatinilytica	1	2	1	0	6	13	2	1	32	43
Qipengyuania citrea	1	0	0	0	2	19	4	0	6	9
Qipengyuania aquimaris	2	23	0	0	78	81	21	0	340	479
Qipengyuania spongiae	3	2	0	0	4	35	4	5	10	17
Qipengyuania seohaensis	6	20	15	1	51	51	5	1	163	228
Qipengyuania soli	7	1	0	0	2	34	2	7	11	39
Qipengyuania sp. HL-TH5	3	1	0	0	2	12	1	2	4	19
Qipengyuania sp. SS22	4	0	0	0	2	12	3	1	4	9
Qipengyuania flava	7	4	2	0	5	56	9	7	28	46
Qipengyuania sediminis	8	23	1	0	99	131	25	6	340	626
Qipengyuania xiapuensis	19	37	15	0	5	11	20	0	31	887
Porphyrobacter sp. ULC335	4	2	3	0	4	50	7	1	6	34
Porphyrobacter sp. LM 6	4	0	0	0	3	14	5	1	5	7
Porphyrobacter sp. HT-58-2	5	1	1	0	2	14	12	3	13	19
Porphyrobacter sp. CACIAM 03H1	7	2	1	0	4	70	7	9	11	69
Porphyrobacter sp. YT40	8	6	1	0	13	53	8	2	28	71
Erythrobacter sp. SCSIO 43205	0	0	0	0	0	5	1	0	4	10
Erythrobacter aurantius	0	2	0	0	1	9	2	0	3	8
Erythrobacter sp.	0	1	1	0	4	41	73	5	7	37
Erythrobacter mangrovi	2	3	0	0	3	8	4	0	6	11
Erythrobacter litoralis	2	0	0	0	6	58	3	3	12	37
Erythrobacter aureus	3	0	4	0	3	4	4	0	4	8
uncultured Erythrobacter sp.	3	0	0	0	2	17	6	2	13	19
Erythrobacter neustonensis	5	1	1	0	3	55	6	10	8	37
Erythrobacter sp. THAF29	1	23	2	0	93	113	142	2	500	653
Erythrobacter sp. HKB08	1	0	0	0	0	13	4	3	8	13
Erythrobacter sp. JK5	2	22	1	0	5	57	13	5	37	410
Erythrobacter sp. 3-20A1M	3	1	0	0	3	11	5	1	6	14
Erythrobacter sp. KY5	3	0	1	0	4	16	6	6	4	11
Erythrobacter sp. HL-111	3	1	1	0	5	29	7	4	8	50
Erythrobacter sp. BLCC-B19	6	3	1	0	7	70	8	1	53	111
Erythrobacter sp. SDW2	6	2	0	0	4	24	3	0	15	23
Croceicoccus naphthovorans	4	80	0	0	62	46	15	5	121	597
Croceicoccus marinus	5	2	0	0	5	42	4	7	7	48
Croceicoccus sp. YJ47	2	2	0	0	37	120	4	5	371	180
Croceicoccus sp. Ery15	3	0	3	0	0	39	5	3	4	23
Croceicoccus sp. Ery5	83	0	95	0	43	8	3	1	2	17
Allosphingosinicella indica	2	1	0	0	5	16	4	0	16	33
Novosphingopyxis iocasae	3	0	0	0	2	45	3	7	10	26
Stakelama sp. W311	3	1	0	0	3	19	3	5	9	35
Tardibacter chloracetimidivorans	3	4	0	0	1	37	9	6	44	26
Aquisediminimonas profunda	3	0	1	0	3	23	2	0	0	13
Sphingomicrobium flavum	1	1	1	0	1	15	5	5	12	20
Sphingomicrobium aestuariivivum	3	2	0	0	65	168	15	3	471	272
Sphingosinithalassobacter tenebrarum	1	3	0	0	11	70	27	8	32	65
Sphingosinithalassobacter sp. CS137	4	14	0	0	35	73	23	5	264	367
Hankyongella ginsenosidimutans	5	3	3	0	4	11	139	1	12	34
Parasphingopyxis sp. CP4	3	1	0	0	0	15	0	0	4	17
Parasphingopyxis algicola	6	11	0	0	48	48	6	0	243	359
Citromicrobium sp. JL477	9	42	0	0	129	200	21	5	832	1155
Blastomonas sp.	0	0	0	0	0	7	8	1	2	12
Blastomonas sp. RAC04	0	0	0	0	1	14	0	2	3	12
Blastomonas fulva	0	2	0	0	1	19	494	1	21	11
Blastomonas marina	3	1	0	0	0	20	7	0	7	17
Parasphingorhabdus halotolerans	1	0	0	0	0	7	0	1	0	4
Parasphingorhabdus litoris	2	2	0	0	3	9	0	0	4	9
Parasphingorhabdus sp. SCSIO 66989	3	1	2	0	3	13	2	0	12	16
Parasphingorhabdus cellanae	4	1	0	1	0	15	0	2	1	7
uncultured Parasphingorhabdus sp.	5	1	0	1	1	8	0	3	5	15
Sphingorhabdus lutea	0	0	0	0	3	6	2	2	1	13
Sphingorhabdus sp. M41	0	2	1	0	3	19	8	2	13	19
Sphingorhabdus sp. SMR4y	3	1	0	0	2	19	5	1	5	12
Sphingorhabdus sp. YGSMI21	3	0	0	0	7	20	4	1	7	16
Sphingorhabdus lacus	13	1	20	0	8	32	0	3	9	31
Rhizorhabdus phycosphaerae	7	0	2	0	2	38	9	4	6	50
Rhizorhabdus dicambivorans	10	3	1	0	6	26	5	6	10	42
Rhizorhabdus wittichii	17	42	0	0	149	248	65	3	786	1265
Novosphingobium pentaromativorans	1	0	2	0	4	20	1	2	4	12
Novosphingobium ginsenosidimutans	3	0	1	0	2	12	1	0	4	13
Novosphingobium aromaticivorans	3	0	3	0	8	24	2	3	14	26
Novosphingobium kaempferiae	4	3	0	0	4	45	12	4	16	57
Novosphingobium decolorationis	4	1	6	0	15	62	11	13	10	59
Novosphingobium humi	5	27	0	0	47	78	412	7	117	664
Novosphingobium resinovorum	5	5	3	0	47	133	23	4	289	367
Novosphingobium terrae	7	3	0	0	0	31	1	2	25	59
Novosphingobium sp. PP1Y	3	1	0	0	1	6	3	0	4	30
Novosphingobium sp. 9	4	2	0	0	22	53	11	1	109	68
Novosphingobium sp. Gsoil 351	5	1	0	0	1	31	8	2	26	73
Novosphingobium sp. KACC 22771	8	2	0	0	94	184	11	7	483	294
Novosphingobium sp. ES2-1	9	0	3	0	5	43	4	4	8	29
Novosphingobium sp. EMRT-2	11	1	2	0	4	57	10	8	16	54
Novosphingobium sp. THN1	13	0	1	0	6	47	7	3	9	29
Novosphingobium sp. KA1	15	16	9	0	38	85	22	1	419	599
Novosphingobium sp. P6W	18	102	3	0	325	336	69	6	1560	2031
Sphingopyxis sp. GC21	0	0	0	0	0	7	4	0	0	10
uncultured Sphingopyxis sp.	1	4	1	0	11	38	197	3	27	133
Sphingopyxis granuli	2	109	1	0	306	351	40	6	1603	2611
Sphingopyxis terrae	2	1	0	0	1	14	2	4	4	15
Sphingopyxis fribergensis	3	11	0	0	41	62	17	1	251	393
Sphingopyxis alaskensis	3	2	0	0	0	25	1	2	29	57
Sphingopyxis lindanitolerans	5	40	1	0	20	39	21	4	60	1236
Sphingopyxis indica	5	16	0	0	32	46	665	2	71	361
Sphingopyxis macrogoltabida	39	3	45	0	16	31	9	3	19	63
Sphingopyxis sp. BSN-002	1	5	0	0	5	10	6	2	4	19
Sphingopyxis sp. MG	1	0	0	0	0	0	0	0	2	0
Sphingopyxis sp. PAMC25046	2	0	1	0	3	70	6	17	7	53
Sphingopyxis sp. DBS4	3	2	1	0	7	24	4	2	12	40
Sphingopyxis sp. USTB-05	4	2	4	0	6	41	77	5	18	46
Sphingopyxis sp. QXT-31	5	2	3	0	3	30	4	5	9	36
Sphingopyxis sp. FD7	6	1	0	0	3	15	8	1	3	24
Sphingopyxis sp. PET50	9	6	1	0	23	67	13	3	181	165
Sphingopyxis sp. EG6	9	19	0	0	66	175	17	1	407	577
Sphingopyxis sp. OPL5	12	2	2	0	8	20	7	14	9	39
Sphingopyxis sp. 113P3	13	0	1	0	140	59	8	8	31	67
Sphingopyxis sp. YF1	18	1	16	0	10	94	11	7	20	96
Sphingobium sp. LF-16	0	0	0	0	0	0	0	0	0	1
Sphingobium chungbukense	0	0	0	0	0	1	1	0	0	0
Sphingobium sp. LB126	0	0	0	0	0	1	0	2	0	1
Sphingobium sp. YBL2	0	0	0	0	1	7	0	0	2	6
Sphingobium sp. EP60837	0	0	1	0	3	18	3	3	13	18
Sphingobium sp. CFD-2	0	2	0	0	0	1	2	0	2	2
Sphingobium sp. PAMC28499	0	3	0	0	28	4	1	1	4	4
Sphingobium fuliginis	1	0	0	0	0	7	1	0	4	4
Sphingobium amiense	1	26	0	0	317	373	30	2	1397	1215
Sphingobium cloacae	2	0	0	0	11	27	14	2	9	24
Sphingobium baderi	3	0	1	0	2	17	4	3	6	8
Sphingobium phenoxybenzoativorans	6	0	0	0	1	67	375	1	179	28
Sphingobium chlorophenolicum	6	4	0	0	16	35	5	4	106	162
Sphingobium indicum	7	3	1	0	3	38	11	4	11	38
Sphingobium herbicidovorans	7	1	0	0	5	15	4	0	6	11
Sphingobium xenophagum	20	3	11	0	22	68	10	3	87	47
Sphingobium yanoikuyae	33	16	4	0	349	309	36	14	229	503
Sphingobium sp. CFD-1	1	1	0	0	0	9	4	4	1	6
Sphingobium sp. YC-XJ3	1	0	0	0	0	1	2	0	2	2
Sphingobium sp. KCTC 72723	2	1	0	0	7	41	5	6	12	42
Sphingobium sp. AntQ-1	3	0	0	0	15	32	7	3	9	39
Sphingobium sp. SYK-6	3	63	2	0	130	245	2306	10	695	890
Sphingobium sp. MI1205	4	1	0	0	7	6	7	0	2	12
Sphingobium sp. YG1	4	4	0	0	21	52	22	8	109	212
Sphingobium sp. Cam5-1	5	2	1	0	4	21	5	2	12	23
Sphingobium sp. CAP-1	5	2	5	0	45	93	16	6	359	215
Sphingobium sp. AP49	5	2	4	0	7	39	5	7	6	20
Sphingobium sp. WTD-1	6	0	0	0	23	34	3	3	9	38
Sphingobium sp. SCG-1	6	1	3	0	5	26	4	1	20	48
Sphingobium sp. JS3065	8	5	2	0	17	33	8	0	165	152
Sphingobium sp. TKS	9	0	1	0	11	11	5	1	10	31
Sphingobium sp. V4	9	3	2	0	7	88	8	8	19	65
Sphingobium sp. RAC03	24	26	14	0	118	144	32	1	597	918
Sphingobium sp. RSMS	27	0	29	0	12	9	1	0	0	4
Sphingomonas sp. ERG5	0	0	0	0	0	0	1	0	0	1
Sphingomonas panacisoli	0	0	0	0	6	23	10	6	12	31
Sphingomonas sp. H160509	0	0	0	0	1	2	0	0	1	1
Sphingomonas piscis	0	1	0	0	2	6	8	1	19	28
Sphingomonas rhizophila	1	2	1	0	1	10	6	1	17	67
Sphingomonas taxi	2	24	0	0	62	92	32	8	125	629
Sphingomonas qomolangmaensis	2	1	1	0	0	34	5	4	20	40
Sphingomonas xanthus	2	0	1	0	0	7	9	2	6	21
Sphingomonas sediminicola	2	1	0	0	3	35	8	2	7	30
Sphingomonas nostoxanthinifaciens	3	0	0	0	4	62	8	5	12	81
Sphingomonas glaciei	3	1	0	0	3	24	20	1	13	39
Sphingomonas lacunae	3	3	0	0	10	17	4	2	44	62
Sphingomonas lutea	4	0	1	0	4	19	11	4	20	47
Sphingomonas bisphenolicum	4	7	0	0	8	43	17	4	158	47
Sphingomonas sanguinis	4	1	2	0	5	41	7	6	20	54
Sphingomonas aliaeris	5	2	0	0	6	28	13	4	6	34
Sphingomonas changnyeongensis	5	3	0	0	5	71	7	18	14	53
Sphingomonas limnosediminicola	5	7	0	0	2	44	345	0	35	29
Sphingomonas daechungensis	5	1	0	0	0	14	12	1	5	18
Sphingomonas psychrotolerans	5	62	1	0	220	317	47	8	1293	1686
Sphingomonas sanxanigenens	6	3	3	0	7	123	16	10	39	83
Sphingomonas panacis	6	1	2	0	45	48	7	2	59	130
Sphingomonas koreensis	6	5	4	0	7	20	16	4	15	60
Sphingomonas donggukensis	6	2	1	0	6	45	3	3	5	54
Sphingomonas cannabina	7	9	3	0	13	61	10	3	40	77
